2025.11.10 14:49:01 INFO  Started: Metals version 1.6.3 in folders 'C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala' for client Visual Studio Code 1.105.1.[0m
2025.11.10 14:49:03 WARN  Using H2 2.4.240 which is newer than the version Flyway has been verified with. The latest verified version of H2 is 2.3.232.[0m
2025.11.10 14:49:04 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\test\scala\dslapp\DSLTest.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:49:04 WARN  no build target for: C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\test\scala\dslapp\DSLTest.scala[0m
2025.11.10 14:49:04 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\test\scala\dslapp\DSLTest.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
Nov 10, 2025 2:49:04 PM org.eclipse.lsp4j.jsonrpc.RemoteEndpoint handleCancellation
WARNING: Unmatched cancel notification for request id 2
2025.11.10 14:49:05 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:49:13 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:49:18 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:49:18 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:49:19 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:49:20 WARN  no build target for: C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala[0m
2025.11.10 14:49:20 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:49:25 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:49:29 WARN  no build target for: C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala[0m
2025.11.10 14:49:29 WARN  no build target for: C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\test\scala\dslapp\DSLTest.scala[0m
2025.11.10 14:49:29 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\test\scala\dslapp\DSLTest.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:49:29 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:49:29 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\test\scala\dslapp\DSLTest.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:49:31 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:49:31 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:50:11 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:51:21 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:51:22 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:54:18 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:54:20 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:54:20 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:54:20 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:54:22 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:54:22 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:54:22 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:54:22 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:54:23 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:54:24 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:54:24 WARN  no build target for: C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala[0m
2025.11.10 14:54:24 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:54:24 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:54:24 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:54:24 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:54:24 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:54:24 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:54:26 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:54:26 WARN  no build target for: C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala[0m
2025.11.10 14:54:26 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:54:27 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:54:27 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:54:27 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:54:29 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
2025.11.10 14:54:29 INFO  no build target found for C:\Users\andre\projects\uhcs\ha_uyenco\assign3\scala\dslapp\src\main\scala\dslapp\App.scala. Using presentation compiler with project's scala-library version: 3.3.6[0m
